Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Production_Budget,Box_Office_Gross,Profitability_Ratio,Primary_Production_Company,Release_Season
Annie Hall,1977,"Comedy, Romance",93 min,8.0,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,144000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Ramirez PLC,Summer
Pan's Labyrinth,2006,"Drama, Fantasy, War",118 min,8.2,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",105000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Walker LLC,Summer
I Am Sam,2001,Drama,132 min,7.7,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Sanchez-Hudson,Spring
Les triplettes de Belleville,2003,"Animation, Comedy, Drama",80 min,7.8,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",192000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Jackson-Taylor,Summer
Only the Brave,2017,"Action, Biography, Drama",134 min,7.6,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",40000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Hill, Davis and Wilson",Summer
L'avventura,1960,"Drama, Mystery",144 min,7.9,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",61000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Robinson and Sons,Summer
Mustang,2015,Drama,97 min,7.6,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",42000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Stevens Group,
District 9,2009,"Action, Sci-Fi, Thriller",112 min,7.9,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,46000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Franklin, Chen and Black",Summer
The Wolf of Wall Street,2013,"Biography, Crime, Drama",,8.2,,106000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Flores, Lee and Jones",Spring
Up,2009,"Animation, Adventure, Comedy",96 min,8.2,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",7000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Murphy, Martinez and Hendricks",Fall
Roma,2018,Drama,135 min,7.7,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,46000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mcdaniel-Murray,Summer
Lord of War,2005,"Action, Crime, Drama",122 min,7.6,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,189000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Hicks LLC,Summer
Nebraska,2013,"Adventure, Comedy, Drama",,7.7,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",86000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Soto-Garcia,Fall
Tombstone,1993,"Action, Biography, Drama",130 min,7.8,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Boyle PLC,Summer
Deadpool,2016,"Action, Adventure, Comedy",108 min,8.0,,172000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Cruz-Hampton,Spring
Knives Out,2019,"Comedy, Crime, Drama",130 min,7.9,"A detective investigates the death of a patriarch of an eccentric, combative family.",189000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Smith-Rodriguez,Spring
Bajrangi Bhaijaan,2015,"Action, Adventure, Comedy",163 min,8.0,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Washington Group,Summer
Du rififi chez les hommes,1955,,118 min,8.2,"Four men plan a technically perfect crime, but the human element intervenes...",69000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Gould-Evans,Spring
Double Indemnity,1944,"Crime, Drama, Film-Noir",107 min,8.3,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,41000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Kelly-Williamson,Fall
Dirty Harry,1971,"Action, Crime, Thriller",102 min,7.7,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",180000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Forbes, Smith and Martin",Summer
Chugyeokja,2008,,125 min,7.8,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,28000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Hernandez-Jacobson,Fall
El secreto de sus ojos,2009,"Drama, Mystery, Romance",129 min,8.2,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,98000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Matthews, Ruiz and Lowery",Spring
Funny Games,1997,"Crime, Drama, Thriller",108 min,7.6,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",10000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Sanders LLC,Summer
Koe no katachi,2016,"Animation, Drama, Family",130 min,8.1,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",121000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Ellis-Lopez,Fall
The Hobbit: The Desolation of Smaug,2013,"Adventure, Fantasy",161 min,7.8,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",57000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Cole, Ramos and Lopez",Spring
Rocky,1976,"Drama, Sport",120 min,8.1,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.,52000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Solomon, Martin and Moore",Summer
What Ever Happened to Baby Jane?,1962,"Drama, Horror, Thriller",134 min,8.1,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,118000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Rogers and Sons,Winter
JFK,1991,"Drama, History, Thriller",189 min,8.0,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,90000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Sparks, Knight and Miller",Spring
Ladri di biciclette,1948,Drama,89 min,8.3,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",79000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"King, Ellis and Smith",Spring
Some Like It Hot,1959,"Comedy, Music, Romance",121 min,8.2,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",59000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Morris Inc,Winter
Logan,2017,"Action, Drama, Sci-Fi",137 min,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Jones-Frye,
Touch of Evil,1958,"Crime, Drama, Film-Noir",95 min,8.0,"A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.",7000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,White-Thomas,Fall
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,"Animation, Action, Drama",87 min,8.1,Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).,169000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Ramirez Group,Spring
Jaws,1975,"Adventure, Thriller",,8.0,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",50000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Clark PLC,Winter
Saw,2004,"Horror, Mystery, Thriller",103 min,7.6,"Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer.",103000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Scott Ltd,Summer
Efter brylluppet,2006,Drama,120 min,,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",85000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Barrera-Jacobs,Spring
Despicable Me,2010,"Animation, Comedy, Crime",95 min,7.6,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",72000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Gomez LLC,Fall
The Purple Rose of Cairo,1985,"Comedy, Fantasy, Romance",82 min,7.7,"In New Jersey in 1935, a movie character walks off the screen and into the real world.",18000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Lucas Ltd,Winter
Guardians of the Galaxy Vol. 2,2017,"Action, Adventure, Comedy",136 min,,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",198000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Simon Inc,Spring
Uri: The Surgical Strike,2018,"Action, Drama, War",138 min,8.2,"Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Barnett PLC,Spring
The Notebook,2004,"Drama, Romance",123 min,7.8,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",90000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Collier Inc,Winter
Dances with Wolves,1990,"Adventure, Drama, Western",181 min,8.0,"Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Indians, making him an intolerable aberration in the military.",165000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Hall, Velasquez and Owen",Winter
The Last Samurai,2003,"Action, Drama",154 min,7.7,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,131000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Macdonald, Martin and Wells",Winter
Control,2007,"Biography, Drama, Music",122 min,7.7,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",103000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Nelson-Mcclure,Spring
Kai po che!,2013,"Drama, Sport",130 min,7.7,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,174000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Wolfe, Flowers and Martinez",Winter
Die Welle,2008,,107 min,7.6,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.,138000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Johnston-Winters,Winter
Song of the Sea,2014,"Animation, Adventure, Drama",93 min,8.1,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",85000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Riley-Bell,
Gongdong gyeongbi guyeok JSA,2000,"Action, Drama, Thriller",110 min,7.8,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",8000000.0,<function <lambda> at 0x00000168A434E0C0>,,"Smith, Anderson and Garrett",Spring
