Series_Title,Released_Year,Genre,Runtime,IMDB_Rating,Overview,Production_Budget,Box_Office_Gross,Profitability_Ratio,Primary_Production_Company,Release_Season,Director_Name,Director_Gender,Director_Nationality,Director_Birth_Year,Director_Awards
V for Vendetta,2005,"Action, Drama, Sci-Fi",132 min,8.2,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",1000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Delgado-Lamb,,Christopher Conway,Female,,1979.0,16.0
Happiness,1998,,,7.7,,86000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Hicks, Salazar and Wells",Winter,Lisa Tyler,Female,Grenada,,2.0
Blowup,1966,"Drama, Mystery, Thriller",111 min,7.6,A fashion photographer unknowingly captures a death on film after following two lovers in a park.,198000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Aguirre, Hunt and Green",Spring,David Sanchez,Male,Pakistan,,8.0
Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Family, Fantasy",146 min,7.7,,34000000.0,,<function <lambda> at 0x00000168A43CA0C0>,,Spring,Brianna Bell,Non-binary,Russian Federation,1962.0,
Taxi Driver,1976,"Crime, Drama",114 min,8.3,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",164000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Glenn PLC,Summer,Jason Berry,Male,Ukraine,1957.0,20.0
Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure, Drama, Fantasy",,8.1,,68000000.0,,,Wang-Bell,Summer,,Male,Philippines,1990.0,2.0
E.T. the Extra-Terrestrial,1982,"Family, Sci-Fi",,7.8,,42000000.0,<function <lambda> at 0x00000168A434E0C0>,,Mcintyre-Martin,Winter,Clayton Mcdaniel Jr.,,Macao,1965.0,15.0
Reservoir Dogs,1992,"Crime, Drama, Thriller",99 min,8.3,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",190000000.0,<function <lambda> at 0x00000168A434E0C0>,,Clark Ltd,Winter,Robin Anderson,Female,Korea,1945.0,14.0
The Last Picture Show,1971,,118 min,8.0,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",114000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Krueger Inc,,Corey Chavez,,,,16.0
The Exorcist,1973,,122 min,8.0,"When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.",142000000.0,<function <lambda> at 0x00000168A434E0C0>,,"Herman, Pittman and Mathis",,Amber Dominguez,Female,Palestinian Territory,1965.0,11.0
The Hangover,2009,Comedy,100 min,7.7,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",181000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Howard, Smith and Moss",Summer,Steven Morrison,,Norway,1969.0,1.0
Loving Vincent,2017,"Animation, Biography, Crime",94 min,,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",110000000.0,<function <lambda> at 0x00000168A434E0C0>,,Perez-Davis,Winter,Paul Jones,Female,Nauru,1976.0,15.0
Lost in Translation,2003,"Comedy, Drama",,7.7,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Cooke Group,Spring,Keith Thomas,Non-binary,United States Minor Outlying Islands,1955.0,18.0
Majo no takkyûbin,1989,"Animation, Adventure, Drama",103 min,7.8,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",3000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Smith, Johnson and Davis",Winter,David Gonzales,,Saudi Arabia,1984.0,5.0
Vertigo,1958,"Mystery, Romance, Thriller",128 min,8.3,,29000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Saunders Inc,Winter,Jennifer Escobar,,Tanzania,1954.0,
Capharnaüm,2018,Drama,,8.4,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",20000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Galvan Group,Fall,Gary Jones,Non-binary,Jamaica,1959.0,5.0
Toy Story 3,2010,,103 min,8.2,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Gates PLC,Spring,Cheyenne Meyer,Female,Burundi,1983.0,8.0
Do the Right Thing,1989,"Comedy, Drama",120 min,8.0,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",39000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Rodriguez-Wright,Fall,Derek Harris,Non-binary,Costa Rica,1945.0,3.0
The Royal Tenenbaums,2001,,110 min,7.6,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,140000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Berry-Robinson,Summer,Tami Garcia,Female,,1981.0,18.0
PK,2014,"Comedy, Drama, Musical",153 min,,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,10000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Powell, Higgins and Conner",Winter,Steven Hughes,Female,Jamaica,1981.0,3.0
What's Eating Gilbert Grape,1993,Drama,,7.8,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,95000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Hurst Group,Winter,Roy Jones,Male,China,1988.0,
Rupan sansei: Kariosutoro no shiro,1979,,100 min,7.7,"A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to.",,,,,Summer,Lauren Charles,Female,Fiji,,16.0
Death Note: Desu nôto,2006,"Crime, Drama, Fantasy",126 min,7.7,"A battle between the world's two greatest minds begins when Light Yagami finds the Death Note, a notebook with the power to kill, and decides to rid the world of criminals.",,,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Jennifer Fox,Non-binary,Libyan Arab Jamahiriya,1945.0,0.0
Inception,2010,"Action, Adventure, Sci-Fi",148 min,8.8,A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,,,<function <lambda> at 0x00000168A43CA0C0>,Cook-Moreno,Spring,Sean Mitchell,Non-binary,Turks and Caicos Islands,1965.0,1.0
The Fifth Element,1997,"Action, Adventure, Sci-Fi",126 min,7.7,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",111000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Juarez-Ross,,,Male,Isle of Man,1964.0,0.0
The Prestige,2006,"Drama, Mystery, Sci-Fi",130 min,8.5,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",33000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Robert Crosby,Female,Paraguay,1964.0,7.0
Brief Encounter,1945,"Drama, Romance",86 min,8.0,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband.",11000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Trujillo, Gutierrez and Miller",Spring,Sandra Higgins,Male,South Africa,1975.0,1.0
Shrek,2001,"Animation, Adventure, Comedy",90 min,7.8,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",79000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Benson Group,Winter,Bradley Barker,Female,Belize,,15.0
Fa yeung nin wah,2000,"Drama, Romance",98 min,8.1,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",94000000.0,,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Miranda Horne,Male,Kiribati,1943.0,11.0
Kumonosu-jô,1957,,110 min,8.1,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle.",11000000.0,,<function <lambda> at 0x00000168A43CA0C0>,"Barnett, Myers and Cochran",Summer,Timothy Oliver,Female,Malawi,1980.0,12.0
Star Trek Into Darkness,2013,,132 min,7.7,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",92000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Spring,Kara Brown,Female,British Virgin Islands,1940.0,4.0
Sound of Metal,2019,"Drama, Music",120 min,7.8,,54000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Graham PLC,Winter,Gabriela Jackson,Male,North Macedonia,1984.0,5.0
Avatar,2009,"Action, Adventure, Fantasy",162 min,7.8,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,175000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Rose, Williams and Carroll",Spring,,Male,Albania,1950.0,1.0
Me and Earl and the Dying Girl,2015,,105 min,7.7,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",64000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Payne, Wood and Christensen",Summer,Donna Mccullough,,Brazil,,17.0
Incredibles 2,2018,"Animation, Action, Adventure",118 min,,,171000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Solis-Phillips,Spring,Jennifer Brown,Male,El Salvador,1971.0,
Jurassic Park,1993,"Action, Adventure, Sci-Fi",127 min,,,27000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Parker, Foley and Schultz",Spring,Christopher Snyder,Female,,1967.0,13.0
Das weiße Band - Eine deutsche Kindergeschichte,2009,"Drama, History, Mystery",144 min,7.8,,91000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Schmidt-Jefferson,Fall,,Female,Iran,1981.0,7.0
Jungfrukällan,1960,Drama,89 min,8.1,"An innocent yet pampered young virgin and her family's pregnant and jealous servant set out to deliver candles to church, but only one returns from events that transpire in the woods along the way.",200000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Decker, Medina and Gates",Summer,,Non-binary,Morocco,1990.0,10.0
Annie Hall,1977,"Comedy, Romance",93 min,8.0,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,144000000.0,,<function <lambda> at 0x00000168A43CA0C0>,Ramirez PLC,Summer,David Skinner,Female,Iraq,1961.0,
Pan's Labyrinth,2006,"Drama, Fantasy, War",118 min,8.2,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",105000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Walker LLC,Summer,Adam Farrell,Male,,1976.0,13.0
I Am Sam,2001,Drama,132 min,7.7,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,159000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Sanchez-Hudson,,,Male,Yemen,1946.0,10.0
Les triplettes de Belleville,2003,"Animation, Comedy, Drama",80 min,7.8,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",192000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Jackson-Taylor,Summer,Jordan Ross,Female,Bahamas,,
Only the Brave,2017,,134 min,7.6,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",40000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Summer,David Hughes,Non-binary,Anguilla,1942.0,2.0
L'avventura,1960,"Drama, Mystery",144 min,7.9,,61000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Robinson and Sons,,Karen Hobbs MD,Non-binary,Antigua and Barbuda,1954.0,18.0
Mustang,2015,Drama,97 min,7.6,,,,,Stevens Group,Fall,Walter Lane,,,1953.0,11.0
District 9,2009,"Action, Sci-Fi, Thriller",112 min,7.9,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,46000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,"Franklin, Chen and Black",Summer,Shawn Cruz,Male,Madagascar,1984.0,3.0
The Wolf of Wall Street,2013,"Biography, Crime, Drama",180 min,8.2,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",106000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Spring,Michael Grant,Male,,1976.0,16.0
Up,2009,,96 min,8.2,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",7000000.0,,,"Murphy, Martinez and Hendricks",Fall,Molly Gonzalez,Female,Saint Helena,1970.0,1.0
Roma,2018,Drama,135 min,7.7,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Mcdaniel-Murray,Summer,,Non-binary,Cocos (Keeling) Islands,1957.0,5.0
Lord of War,2005,,122 min,7.6,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,189000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Hicks LLC,Summer,,Female,Christmas Island,1942.0,7.0
Nebraska,2013,"Adventure, Comedy, Drama",115 min,,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,,Fall,Ryan Davis,Female,Albania,1944.0,16.0
Tombstone,1993,"Action, Biography, Drama",,7.8,"A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",106000000.0,,<function <lambda> at 0x00000168A43CA0C0>,,Summer,Charles Martin,Female,Albania,1983.0,1.0
Deadpool,2016,,,8.0,"A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",172000000.0,,,Cruz-Hampton,Spring,Michael Miller,Female,Tuvalu,1957.0,12.0
Knives Out,2019,"Comedy, Crime, Drama",130 min,7.9,"A detective investigates the death of a patriarch of an eccentric, combative family.",189000000.0,<function <lambda> at 0x00000168A434E0C0>,<function <lambda> at 0x00000168A43CA0C0>,Smith-Rodriguez,Spring,Gary Jones,Male,Micronesia,,2.0
